Date,Close,High,Low,Open,Volume
2020-06-23,5942.02001953125,6000.7099609375,5933.85009765625,5968.259765625,312400
2020-06-24,5808.33984375,5945.8701171875,5775.009765625,5917.7001953125,325800
2020-06-25,5864.10986328125,5870.419921875,5733.77978515625,5804.89013671875,263700
2020-06-26,5787.83984375,5871.43994140625,5747.85986328125,5863.7900390625,491700
2020-06-29,5834.06005859375,5835.81005859375,5714.18994140625,5796.60986328125,306200
2020-06-30,5960.27001953125,5978.66015625,5854.8701171875,5857.419921875,345900
2020-07-01,5948.330078125,5984.31982421875,5914.35986328125,5951.41015625,271900
2020-07-02,5997.080078125,6043.35986328125,5988.60009765625,6010.91015625,262500
2020-07-06,6124.41015625,6159.83984375,6092.97998046875,6100.41015625,265900
2020-07-07,6065.77978515625,6168.169921875,6060.240234375,6105.60986328125,255500
2020-07-08,6145.35009765625,6147.58984375,6064.35986328125,6114.06982421875,248600
2020-07-09,6212.35009765625,6239.2001953125,6101.10986328125,6194.919921875,334100
2020-07-10,6204.60986328125,6221.85986328125,6134.740234375,6215.080078125,256200
2020-07-13,6063.25,6301.3798828125,6055.009765625,6277.0400390625,361000
2020-07-14,6122.22021484375,6128.669921875,5934.47021484375,6004.52001953125,325600
2020-07-15,6136.14990234375,6169.64990234375,6058.72021484375,6157.3701171875,267300
2020-07-16,6097.31982421875,6114.81982421875,6033.240234375,6070.580078125,234700
2020-07-17,6146.18017578125,6158.6201171875,6084.2900390625,6119.22998046875,226500
2020-07-20,6300.9599609375,6313.43017578125,6131.35009765625,6153.3701171875,251300
2020-07-21,6251.93017578125,6335.72998046875,6230.4599609375,6335.72998046875,0
2020-07-22,6270.14013671875,6313.509765625,6234.27978515625,6272.080078125,350800
2020-07-23,6160.9599609375,6314.64013671875,6127.06982421875,6251.64990234375,430100
2020-07-24,6056.31005859375,6118.97998046875,6012.66015625,6059.27978515625,635600
2020-07-27,6178.72021484375,6185.06005859375,6086.52001953125,6093.18017578125,395600
2020-07-28,6087.27978515625,6162.85986328125,6084.1298828125,6147.18994140625,306500
2020-07-29,6202.31982421875,6223.580078125,6132.35009765625,6136.7998046875,355900
2020-07-30,6271.72998046875,6277.580078125,6133.81005859375,6152.75,346500
2020-07-31,6300.77001953125,6301.419921875,6188.89013671875,6291.08984375,458700
2020-08-03,6379.60009765625,6389.18994140625,6337.6298828125,6348.7900390625,380600
2020-08-04,6434.509765625,6434.91015625,6363.22998046875,6366.43017578125,408900
2020-08-05,6424.56982421875,6448.2001953125,6396.83984375,6429.56005859375,270100
2020-08-06,6415.14990234375,6418.740234375,6348.22021484375,6387.5,355100
2020-08-07,6330.83984375,6406.93017578125,6266.490234375,6388.97021484375,372700
2020-08-10,6310.43994140625,6337.14990234375,6222.1201171875,6330.06982421875,347800
2020-08-11,6224.2998046875,6344.10009765625,6211.5498046875,6302.72998046875,358300
2020-08-12,6360.4599609375,6375.3701171875,6264.58984375,6266.990234375,0
2020-08-13,6332.93994140625,6382.2099609375,6309.64013671875,6341.77001953125,389100
2020-08-14,6304.56982421875,6363.52001953125,6287.419921875,6326.35009765625,275000
2020-08-17,6372.02978515625,6389.009765625,6341.4599609375,6343.33984375,243900
2020-08-18,6384.52001953125,6414.91015625,6355.259765625,6401.0400390625,247200
2020-08-19,6358.490234375,6418.72998046875,6347.330078125,6397.9501953125,269600
2020-08-20,6400.1298828125,6413.1201171875,6308.83984375,6310.81005859375,304500
2020-08-21,6408.7099609375,6411.64013671875,6355.5,6376.18994140625,363500
2020-08-24,6458.27001953125,6492.33984375,6419.830078125,6474.68994140625,321400
2020-08-25,6515.60986328125,6516.14990234375,6447.6298828125,6462.89990234375,310700
2020-08-26,6611.02978515625,6623.740234375,6528.830078125,6550.2001953125,356700
2020-08-27,6557.0400390625,6624.58984375,6515.64990234375,6624.58984375,324200
2020-08-28,6658.1201171875,6661.97998046875,6593.27001953125,6595.240234375,284200
2020-08-31,6651.2998046875,6673.990234375,6613.43017578125,6640.6298828125,544100
2020-09-01,6781.6298828125,6784.1298828125,6676.35986328125,6691.490234375,419100
2020-09-02,6915.1201171875,6936.259765625,6803.0498046875,6869.0,554300
2020-09-03,6543.56005859375,6796.52978515625,6490.009765625,6791.22998046875,696000
2020-09-04,6435.31005859375,6560.169921875,6234.669921875,6493.22998046875,764600
2020-09-08,6150.72021484375,6315.08984375,6145.16015625,6186.490234375,588800
2020-09-09,6294.83984375,6334.8701171875,6190.5,6262.68994140625,490000
2020-09-10,6191.419921875,6376.33984375,6159.830078125,6340.0400390625,460600
2020-09-11,6172.08984375,6278.77978515625,6100.240234375,6245.27978515625,452600
2020-09-14,6285.9599609375,6321.7900390625,6243.02978515625,6271.419921875,414200
2020-09-15,6363.080078125,6394.5,6336.2099609375,6351.18994140625,430100
2020-09-16,6291.72021484375,6409.27001953125,6288.31982421875,6394.18994140625,413500
2020-09-17,6241.330078125,6252.7099609375,6123.2099609375,6123.2099609375,469500
2020-09-18,6158.56005859375,6279.22021484375,6073.39990234375,6273.7998046875,689500
2020-09-21,6163.56005859375,6165.31005859375,6009.22998046875,6058.77001953125,500100
2020-09-22,6258.8701171875,6266.0400390625,6127.509765625,6205.33984375,437300
2020-09-23,6119.77978515625,6289.18994140625,6101.97021484375,6267.5498046875,415500
2020-09-24,6146.81982421875,6218.9599609375,6069.5,6069.5,434100
2020-09-25,6267.169921875,6282.5498046875,6094.02001953125,6139.72021484375,395300
2020-09-28,6395.2900390625,6396.47998046875,6307.91015625,6349.81005859375,396600
2020-09-29,6394.7998046875,6443.7099609375,6386.759765625,6399.259765625,343300
2020-09-30,6401.72998046875,6471.3798828125,6366.72998046875,6375.009765625,461800
2020-10-01,6513.259765625,6536.7900390625,6465.7099609375,6487.35009765625,368800
2020-10-02,6341.7998046875,6462.830078125,6325.169921875,6381.8701171875,395000
2020-10-05,6491.0498046875,6492.330078125,6397.7998046875,6398.1201171875,328900
2020-10-06,6419.60009765625,6565.56005859375,6400.64990234375,6484.06982421875,417600
2020-10-07,6545.5,6556.419921875,6485.91015625,6499.330078125,321700
2020-10-08,6604.0,6613.10986328125,6571.77001953125,6595.77001953125,297900
2020-10-09,6709.669921875,6719.080078125,6673.47998046875,6692.5,381200
2020-10-12,6850.18994140625,6897.490234375,6765.509765625,6789.8798828125,513100
2020-10-13,6843.4599609375,6907.93994140625,6826.6298828125,6863.93994140625,493100
2020-10-14,6817.7900390625,6884.0,6777.64013671875,6855.68994140625,369600
2020-10-15,6785.68994140625,6799.990234375,6688.3701171875,6688.6201171875,303300
2020-10-16,6772.080078125,6846.93994140625,6770.169921875,6811.93994140625,327300
2020-10-19,6687.580078125,6845.06982421875,6669.43994140625,6811.16015625,0
2020-10-20,6697.7001953125,6759.2900390625,6685.580078125,6725.5498046875,0
2020-10-21,6680.4501953125,6758.830078125,6666.89990234375,6713.330078125,0
2020-10-22,6652.919921875,6697.27001953125,6566.2001953125,6684.66015625,0
2020-10-23,6659.52978515625,6659.759765625,6593.240234375,6645.31982421875,359400
2020-10-26,6524.52001953125,6628.56005859375,6448.0400390625,6589.2001953125,409300
2020-10-27,6531.35986328125,6584.93994140625,6517.259765625,6579.18994140625,482300
2020-10-28,6307.990234375,6425.27001953125,6304.14013671875,6422.259765625,488200
2020-10-29,6437.22021484375,6498.64990234375,6332.14013671875,6332.4599609375,407200
2020-10-30,6320.77001953125,6409.02978515625,6270.89013671875,6375.16015625,513900
2020-11-02,6346.759765625,6418.6298828125,6280.27001953125,6376.759765625,372200
2020-11-03,6473.669921875,6508.1298828125,6385.2099609375,6400.0498046875,339300
2020-11-04,6740.2001953125,6780.7900390625,6598.1298828125,6654.83984375,469000
2020-11-05,6945.64013671875,6959.89013671875,6882.2900390625,6892.85009765625,416400
2020-11-06,6996.93994140625,7014.39990234375,6886.330078125,6942.47998046875,352500
2020-11-09,6901.9599609375,7175.830078125,6897.419921875,7123.3701171875,508600
2020-11-10,6714.77978515625,6862.27978515625,6680.7998046875,6829.52001953125,466500
2020-11-11,6894.6298828125,6913.31982421875,6800.08984375,6804.22998046875,353000
2020-11-12,6830.06005859375,6947.7900390625,6805.0,6909.3798828125,326600
2020-11-13,6915.64013671875,6944.47998046875,6867.330078125,6911.06982421875,301100
2020-11-16,6995.14990234375,7012.240234375,6918.509765625,6930.8798828125,341700
2020-11-17,6958.3798828125,6983.9501953125,6920.58984375,6963.490234375,282800
2020-11-18,6881.2998046875,6979.08984375,6879.97021484375,6955.91015625,299300
2020-11-19,6977.14013671875,6982.259765625,6842.56005859375,6849.72998046875,310500
2020-11-20,6927.580078125,7016.3798828125,6924.60009765625,6981.1201171875,294300
2020-11-23,6961.81005859375,6992.72998046875,6892.5,6958.02001953125,378300
2020-11-24,7028.8798828125,7035.2001953125,6922.1298828125,6989.6201171875,0
2020-11-25,7034.0498046875,7075.56982421875,7006.14990234375,7046.91015625,279700
2020-11-27,7122.22021484375,7143.25,7080.60009765625,7083.27001953125,166300
2020-11-30,7170.509765625,7175.68017578125,7033.25,7129.93994140625,487400
2020-12-01,7254.330078125,7286.14990234375,7175.509765625,7215.93994140625,439200
2020-12-02,7274.1298828125,7281.06005859375,7207.89990234375,7224.97998046875,324200
2020-12-03,7251.8701171875,7307.1201171875,7242.08984375,7245.16015625,351600
2020-12-04,7394.85009765625,7395.18017578125,7288.31005859375,7289.3798828125,342600
2020-12-07,7411.35009765625,7429.919921875,7383.7099609375,7401.0,319700
2020-12-08,7443.58984375,7461.68017578125,7379.080078125,7410.41015625,272100
2020-12-09,7271.35009765625,7460.5400390625,7234.31005859375,7427.72021484375,390400
2020-12-10,7275.830078125,7307.75,7190.83984375,7218.419921875,303500
2020-12-11,7258.27978515625,7280.97998046875,7182.22998046875,7227.669921875,313700
2020-12-14,7327.02978515625,7365.35986328125,7291.52978515625,7292.2001953125,316500
2020-12-15,7427.22021484375,7429.41015625,7371.6298828125,7408.47021484375,406800
2020-12-16,7468.64013671875,7480.31005859375,7429.4501953125,7453.4599609375,334700
2020-12-17,7517.85986328125,7527.18994140625,7477.77001953125,7520.64990234375,299700
2020-12-18,7526.35986328125,7554.27978515625,7481.3798828125,7536.7900390625,653700
2020-12-21,7515.08984375,7525.08984375,7379.93994140625,7433.4501953125,402800
2020-12-22,7563.77001953125,7565.52978515625,7484.02001953125,7525.68994140625,378400
2020-12-23,7488.14013671875,7581.47998046875,7485.740234375,7580.18017578125,261700
2020-12-24,7523.2998046875,7531.81982421875,7483.83984375,7506.4599609375,144800
2020-12-28,7495.5,7601.330078125,7489.5400390625,7595.919921875,309400
2020-12-29,7458.64990234375,7544.830078125,7423.60986328125,7537.81005859375,339200
2020-12-30,7529.83984375,7548.6201171875,7490.580078125,7502.5,280000
2020-12-31,7541.0498046875,7547.990234375,7497.7998046875,7541.7900390625,281400
2021-01-04,7463.18017578125,7644.39990234375,7375.4501953125,7589.08984375,446100
2021-01-05,7544.919921875,7548.3798828125,7447.0400390625,7449.9599609375,304800
2021-01-06,7427.18017578125,7558.06982421875,7394.02978515625,7427.85986328125,436300
2021-01-07,7670.759765625,7686.89990234375,7519.16015625,7519.16015625,361500
2021-01-08,7751.66015625,7786.2998046875,7658.009765625,7761.10986328125,385000
2021-01-11,7723.3798828125,7785.4501953125,7662.93017578125,7688.169921875,355700
2021-01-12,7776.0400390625,7791.7998046875,7697.830078125,7754.43994140625,371400
2021-01-13,7774.02001953125,7817.990234375,7734.5400390625,7806.43994140625,415600
2021-01-14,7831.3798828125,7904.52978515625,7824.669921875,7846.66015625,406600
2021-01-15,7729.1201171875,7833.64013671875,7691.85009765625,7821.68994140625,377900
2021-01-19,7918.9501953125,7934.2998046875,7816.9501953125,7836.259765625,366500
2021-01-20,7974.97998046875,8034.580078125,7965.66015625,8009.7099609375,361100
2021-01-21,8007.080078125,8025.2001953125,7943.10986328125,8025.2001953125,406300
2021-01-22,7945.0,8018.8798828125,7935.91015625,7982.6298828125,414500
2021-01-25,7953.0400390625,8040.10986328125,7795.1201171875,8035.169921875,437800
2021-01-26,7876.31982421875,7961.77978515625,7868.14990234375,7959.259765625,337700
2021-01-27,7548.91015625,7746.27978515625,7507.080078125,7695.27001953125,513500
2021-01-28,7702.56982421875,7809.41015625,7633.419921875,7646.66015625,442900
2021-01-29,7576.52978515625,7705.68994140625,7517.2099609375,7702.4501953125,473100
2021-02-01,7832.35986328125,7851.66015625,7657.10009765625,7687.6298828125,341700
2021-02-02,7994.22998046875,8005.39013671875,7895.419921875,7927.7900390625,290900
2021-02-03,7854.9599609375,8009.33984375,7854.2900390625,8007.330078125,307500
2021-02-04,7970.3701171875,7972.89990234375,7845.89013671875,7864.7998046875,336500
2021-02-05,7988.4599609375,8016.2998046875,7963.330078125,8002.1201171875,279800
2021-02-08,8121.08984375,8121.83984375,8042.97021484375,8051.14013671875,292200
2021-02-09,8155.9599609375,8175.85986328125,8088.89990234375,8115.31982421875,280200
2021-02-10,8201.919921875,8273.0703125,8108.14990234375,8243.7900390625,279500
2021-02-11,8384.099609375,8386.849609375,8260.4404296875,8274.9599609375,274600
2021-02-12,8470.0498046875,8473.8603515625,8312.41015625,8366.2900390625,247000
2021-02-16,8480.8603515625,8574.83984375,8442.33984375,8531.51953125,284700
2021-02-17,8349.33984375,8403.4697265625,8245.490234375,8370.4697265625,290300
2021-02-18,8274.1201171875,8302.169921875,8160.14990234375,8241.98046875,298700
2021-02-19,8408.8798828125,8447.5400390625,8330.330078125,8358.6796875,333600
2021-02-22,8119.669921875,8331.650390625,8103.25,8285.7099609375,361300
2021-02-23,8059.7900390625,8101.18017578125,7759.6298828125,7939.39013671875,447400
2021-02-24,8207.6796875,8212.0400390625,7895.1201171875,7983.2998046875,358500
2021-02-25,7795.56005859375,8167.14990234375,7765.240234375,8106.2998046875,458100
2021-02-26,7888.02978515625,7976.60009765625,7739.22998046875,7884.14013671875,475200
2021-03-01,8155.8701171875,8161.740234375,7978.4599609375,8033.56982421875,355800
2021-03-02,7949.2900390625,8187.35009765625,7944.7001953125,8187.35009765625,321000
2021-03-03,7660.2900390625,7956.43017578125,7648.2998046875,7930.7001953125,392100
2021-03-04,7395.33984375,7673.72021484375,7297.56982421875,7589.58984375,566700
2021-03-05,7541.2099609375,7555.52978515625,7176.66015625,7518.18017578125,519000
2021-03-08,7197.58984375,7549.52978515625,7189.7099609375,7499.14013671875,463500
2021-03-09,7592.3701171875,7635.22998046875,7434.3701171875,7458.60986328125,437700
2021-03-10,7493.43994140625,7704.009765625,7484.6298828125,7694.91015625,375800
2021-03-11,7780.58984375,7820.2001953125,7673.0400390625,7684.81982421875,376200
2021-03-12,7661.0,7676.080078125,7554.18994140625,7629.2001953125,309300
2021-03-15,7803.3798828125,7806.759765625,7652.240234375,7674.2998046875,303600
2021-03-16,7852.580078125,7965.97998046875,7808.52001953125,7864.6201171875,366300
2021-03-17,7906.740234375,7959.740234375,7689.5,7746.7900390625,366800
2021-03-18,7604.509765625,7792.93017578125,7598.7900390625,7766.27978515625,394700
2021-03-19,7681.990234375,7745.330078125,7544.2099609375,7611.10986328125,579700
2021-03-22,7838.43994140625,7900.4599609375,7762.2001953125,7769.91015625,358300
2021-03-23,7734.919921875,7867.10986328125,7717.39013671875,7865.64990234375,353700
2021-03-24,7594.740234375,7816.31982421875,7592.2998046875,7809.27978515625,399500
2021-03-25,7547.22021484375,7586.41015625,7429.419921875,7485.509765625,380500
2021-03-26,7810.72021484375,7818.4501953125,7538.759765625,7546.8701171875,449600
2021-03-29,7724.81005859375,7791.16015625,7650.93017578125,7771.35986328125,359100
2021-03-30,7685.35986328125,7707.47021484375,7602.5498046875,7668.97021484375,313300
2021-03-31,7866.83984375,7923.14013671875,7754.580078125,7756.6201171875,407500
2021-04-01,8103.52978515625,8106.85986328125,8002.3701171875,8012.22998046875,350400
2021-04-05,8245.2001953125,8256.51953125,8143.10986328125,8174.31005859375,337800
2021-04-06,8193.0400390625,8272.66015625,8156.89013671875,8209.759765625,295300
2021-04-07,8173.75,8205.6298828125,8135.02001953125,8179.9501953125,277800
2021-04-08,8298.5498046875,8301.1201171875,8235.0595703125,8270.16015625,309000
2021-04-09,8304.740234375,8309.6201171875,8220.1796875,8247.7900390625,303700
2021-04-12,8251.490234375,8275.919921875,8212.0595703125,8254.3701171875,367800
2021-04-13,8328.009765625,8342.1201171875,8255.849609375,8297.51953125,315000
2021-04-14,8224.830078125,8363.330078125,8208.580078125,8324.73046875,283400
2021-04-15,8377.7001953125,8385.58984375,8288.4296875,8317.75,340400
2021-04-16,8323.419921875,8366.2099609375,8297.9599609375,8363.830078125,296600
2021-04-19,8164.64013671875,8320.5,8107.06005859375,8277.2998046875,314400
2021-04-20,8075.93017578125,8168.89013671875,8034.080078125,8136.509765625,292200
2021-04-21,8213.2900390625,8215.009765625,8057.2001953125,8074.60986328125,266900
2021-04-22,8109.85009765625,8245.08984375,8081.27001953125,8209.5595703125,332900
2021-04-23,8259.330078125,8281.240234375,8155.5400390625,8156.56005859375,349600
2021-04-26,8374.23046875,8376.7802734375,8255.5,8269.169921875,297300
2021-04-27,8321.0703125,8382.599609375,8281.509765625,8382.48046875,307700
2021-04-28,8264.759765625,8317.8095703125,8258.650390625,8311.0400390625,412500
2021-04-29,8286.6103515625,8346.9599609375,8188.47021484375,8344.830078125,433800
2021-04-30,8121.35986328125,8249.1796875,8110.9501953125,8174.66015625,360300
2021-05-03,8022.72998046875,8170.2998046875,8006.4599609375,8169.2001953125,307700
2021-05-04,7863.02001953125,7930.56005859375,7745.14990234375,7910.740234375,432200
2021-05-05,7859.22998046875,7961.7001953125,7834.1298828125,7952.66015625,287300
2021-05-06,7853.18994140625,7858.6201171875,7722.33984375,7804.0400390625,301700
2021-05-07,7939.97998046875,8023.9501953125,7892.77978515625,7951.93994140625,271300
2021-05-10,7665.5,7873.2998046875,7664.8701171875,7871.06005859375,352800
2021-05-11,7718.93017578125,7745.27001953125,7446.43994140625,7455.490234375,406100
2021-05-12,7468.7099609375,7622.1298828125,7447.41015625,7560.47998046875,395400
2021-05-13,7503.0,7618.22021484375,7434.02978515625,7569.89013671875,362600
2021-05-14,7706.9599609375,7742.4501953125,7546.0400390625,7597.85986328125,314700
